date,accuracy,error_rate,fraud_rate,avg_confidence,avg_latency_ms,avg_drift_score,accuracy_drop,sudden_drop_alert,accuracy_alert,latency_alert,drift_alert
2026-01-01,94.78969173513096,5.21030826486904,0.42131872761744255,0.8505470371790469,109.98046949931557,0.0,,False,False,False,False
2026-01-02,94.83848314606742,5.161516853932584,0.23174157303370788,0.8499099071271771,111.83172884309869,0.0018957715458373,0.048791410936455115,False,False,False,False
2026-01-03,95.15449438202246,4.845505617977528,0.1896067415730337,0.8515444962319051,113.67963066329123,0.00042134831460670006,0.3160112359550493,False,False,False,False
2026-01-04,95.05652692928868,4.943473070711327,0.2598132153640896,0.8508318856278859,115.58534665828195,0.0007020647379105,-0.0979674527337937,False,False,False,False
2026-01-05,94.91573033707866,5.084269662921349,0.1404494382022472,0.8500170863798064,117.33936836049675,0.0011936377716184,-0.14079659221002405,False,False,False,False
2026-01-06,94.99297752808988,5.007022471910112,0.1896067415730337,0.8499004045277871,119.19665065886134,0.0004915730337078,0.07724719101123156,False,False,False,False
2026-01-07,94.83884558668633,5.161154413313672,0.1334175970788568,0.84957565348358,121.10096983239478,0.0005618914449417,-0.1541319414035569,False,False,False,False
2026-01-08,95.06320224719101,4.936797752808989,0.12640449438202248,0.8508755661329466,122.82509113180356,7.013102696834354e-05,0.2243566605046876,False,False,False,False
2026-01-09,95.39325842696628,4.606741573033708,0.13342696629213482,0.8516762606632411,124.65916579240513,7.022471910112372e-05,0.33005617977527324,False,False,False,False
2026-01-10,95.29527420827189,4.704725791728109,0.06319780914261638,0.8521392205009675,126.4766875680369,0.0007022915714951,-0.09798421869439133,False,False,False,False
2026-01-11,95.02808988764045,4.97191011235955,0.5688202247191011,0.8510697071293678,128.3668750440052,0.0050562241557648,-0.2671843206314417,False,False,False,False
2026-01-12,94.70505617977528,5.294943820224719,0.0702247191011236,0.8499495629793326,130.3031575583664,0.0049859550561797,-0.3230337078651724,False,False,False,False
2026-01-13,95.0,5.0,0.05617977528089888,0.849761710799472,132.0364619306369,0.0001404494382022,0.29494382022471344,False,False,False,False
2026-01-14,95.09163682325679,4.908363176743206,0.1123516606979847,0.850573847947365,133.88575671930556,0.0005617188541708,0.09163682325680211,False,False,False,False
2026-01-15,88.46910112359551,11.530898876404494,0.09831460674157304,0.8323251329817689,135.734921823274,0.0001403705395641,-6.622535699661292,False,False,False,False
2026-01-16,88.63061797752809,11.36938202247191,0.13342696629213482,0.832557055121233,137.63623308903058,0.0003511235955056,0.1615168539325862,False,False,False,False
2026-01-17,88.6665262270908,11.333473772909205,0.161505512253353,0.8314580986958535,139.48760972659247,0.0002807854596121,0.035908249562699446,False,False,False,False
2026-01-18,88.32162921348315,11.678370786516853,0.21067415730337077,0.8306929474500008,141.41537923904505,0.0004916864505001,-0.3448970136076479,False,False,True,False
2026-01-19,88.88342696629213,11.116573033707864,0.07724719101123595,0.8326624257144943,143.2218006982883,0.0013342696629213,0.5617977528089901,False,False,True,False
2026-01-20,88.62439435432906,11.37560564567095,0.07724176672986448,0.8318103451573204,145.00860760102472,5.424281371475565e-08,-0.2590326119630837,False,False,True,False
